SaleID,CustomerID,ProductID,SaleDate,Quantity,SalesRep
1999,143,68,2022-01-15,10,Lisa Gonzalez
2000,498,31,2024-11-21,2,Tiffany Page
2001,144,48,2021-12-26,1,Misty Torres
2002,497,55,2023-06-18,1,George Hamilton MD
2003,429,45,2021-10-10,1,Tony Diaz
2004,455,11,2023-09-08,4,Thomas Tucker
2005,216,58,2022-12-25,1,Thomas Tucker
2006,468,11,2023-12-03,5,Ashley Williams
2007,29,49,2023-11-20,5,Larry Medina
2008,53,49,2024-08-29,6,Daniel Gonzalez
2009,115,25,2024-09-01,1,Christine Rios
2010,367,66,2025-07-25,10,Brian Smith
2011,346,48,2023-03-17,7,David Evans
2012,472,18,2025-04-16,4,Kirk Alvarez
2013,209,71,2023-04-29,10,Joseph Miller
2014,206,6,2025-05-30,5,David Russell
2015,437,52,2024-04-09,3,Thomas Tucker
2016,127,34,2023-03-01,2,Debra Ruiz
2017,403,86,2024-07-12,1,David Foley
2018,395,81,2024-06-10,1,Joseph Miller
2019,460,16,2022-09-28,1,Nicole Winters
2020,82,84,2025-06-15,6,David Evans
2021,1,64,2022-06-24,8,Christine Rios
2022,375,50,2025-01-02,4,Jerry Lucero
2023,278,86,2023-05-06,5,Nicole Winters
2024,180,58,2024-09-30,5,Elizabeth Kim
2025,78,30,2022-04-27,6,Ashley Williams
2026,47,89,2022-04-22,9,Kirk Alvarez
2027,273,2,2022-12-22,9,Kirk Alvarez
2028,68,97,2025-01-16,6,Tony Diaz
2029,83,24,2022-08-01,4,Parker Hayes
2030,221,62,2025-03-20,7,Jerry Lucero
2031,400,100,2023-04-14,8,Brian Smith
2032,430,51,2024-08-24,9,Jerry Lucero
2033,141,19,2023-03-23,5,Elizabeth Kim
2034,122,38,2024-07-28,8,Tiffany Page
2035,294,7,2024-07-08,7,Larry Medina
2036,362,80,2022-06-28,1,Misty Torres
2037,217,65,2022-08-16,7,Daniel Gonzalez
2038,64,41,2023-02-27,4,Elizabeth Kim
2039,1,82,2023-12-09,7,Jerry Lucero
2040,292,4,2025-04-05,3,Christine Rios
2041,325,20,2024-06-17,5,Matthew Howe
2042,433,36,2023-06-03,8,George Hamilton MD
2043,20,24,2024-03-04,9,Thomas Tucker
2044,163,44,2024-11-14,5,Benjamin Figueroa
2045,373,58,2024-09-22,1,Debra Ruiz
2046,295,15,2022-07-02,8,Cindy Clark
2047,208,7,2023-11-14,9,Parker Hayes
2048,445,93,2022-05-13,6,Tony Diaz
2049,245,51,2025-02-17,2,David Evans
2050,391,77,2023-03-23,7,David Russell
2051,227,62,2024-05-26,8,Angela Smith
2052,51,81,2021-09-28,10,Erika Stanley
2053,125,41,2022-05-08,5,Benjamin Figueroa
2054,181,75,2025-01-21,10,Joyce Harris
2055,99,3,2024-11-16,9,Daniel Gonzalez
2056,467,95,2025-02-15,2,Lisa Gonzalez
2057,116,25,2022-09-06,5,Ashley Williams
2058,272,72,2025-02-28,7,David Russell
2059,472,77,2022-09-20,3,Joyce Harris
2060,195,48,2023-01-16,7,Daniel Gonzalez
2061,136,78,2023-12-03,4,David Evans
2062,495,58,2024-12-08,4,David Foley
2063,242,38,2024-02-16,3,Ashley Williams
2064,50,91,2022-08-05,9,Elizabeth Kim
2065,280,92,2022-08-02,1,Christopher Johnson
2066,411,25,2021-09-18,2,Joseph Miller
2067,160,37,2023-08-30,7,Joseph Miller
2068,79,75,2023-03-09,7,Thomas Tucker
2069,215,23,2025-08-03,8,Erika Stanley
2070,36,2,2023-10-20,1,Benjamin Figueroa
2071,378,3,2024-02-25,7,Daniel Gonzalez
2072,383,14,2023-07-24,3,Erika Stanley
2073,16,90,2025-08-27,10,Rodney Johnson
2074,472,73,2021-10-25,6,Cindy Clark
2075,341,79,2022-02-01,4,George Hamilton MD
2076,1,24,2024-11-11,9,Elizabeth Kim
2077,257,65,2025-07-28,1,Jerry Lucero
2078,437,94,2022-12-05,9,Debra Ruiz
2079,241,91,2024-06-27,7,Tony Diaz
2080,478,25,2023-12-31,7,Angela Smith
2081,205,53,2022-04-18,3,Elizabeth Kim
2082,10,79,2023-11-27,5,Cindy Clark
2083,205,1,2024-05-10,9,George Hamilton MD
2084,467,54,2022-04-02,5,Nicole Winters
2085,287,93,2025-02-27,1,Christine Rios
2086,248,87,2022-02-28,10,Ashley Williams
2087,9,50,2025-04-29,5,Jill Bonilla
2088,128,31,2021-12-10,6,Joseph Miller
2089,5,48,2023-01-04,3,Misty Torres
2090,60,30,2023-10-17,5,Debra Ruiz
2091,298,8,2024-07-07,9,Tony Diaz
2092,483,20,2024-12-24,9,Daniel Gonzalez
2093,5,59,2022-08-29,5,Misty Torres
2094,58,2,2022-02-15,2,Angela Smith
2095,113,41,2023-06-17,9,Parker Hayes
2096,468,93,2023-01-06,3,Larry Medina
2097,311,99,2024-11-20,1,Jill Bonilla
2098,320,1,2024-07-12,4,Joyce Harris
2099,244,21,2024-09-18,3,Elizabeth Kim
2100,91,26,2024-03-18,3,Christine Rios
2101,314,60,2025-08-29,1,Debra Ruiz
2102,365,27,2022-06-04,6,Daniel Gonzalez
2103,128,71,2025-08-28,2,Joyce Harris
2104,371,14,2024-06-26,2,Tiffany Page
2105,257,33,2021-09-28,3,Daniel Gonzalez
2106,323,36,2024-02-26,7,Joyce Harris
2107,148,67,2022-01-25,10,Debra Ruiz
2108,282,32,2025-05-05,9,Debra Ruiz
2109,16,40,2024-10-17,2,Erika Stanley
2110,284,36,2023-12-23,3,Larry Medina
2111,444,86,2024-03-19,8,Elizabeth Kim
2112,434,80,2023-06-03,7,Rodney Johnson
2113,414,19,2023-06-19,2,Cindy Clark
2114,494,76,2021-12-06,5,Tony Diaz
2115,265,27,2024-08-21,4,Angela Smith
2116,426,40,2025-05-12,1,Brian Smith
2117,3,84,2022-02-21,8,Elizabeth Kim
2118,165,32,2025-05-13,5,Benjamin Figueroa
2119,11,16,2023-10-08,1,Joseph Miller
2120,112,83,2022-03-28,4,David Russell
2121,168,86,2023-08-08,5,Tiffany Page
2122,433,28,2024-03-03,8,David Russell
2123,278,53,2022-11-08,4,Jill Bonilla
2124,444,35,2024-08-10,9,Tony Diaz
2125,408,21,2024-06-24,9,Elizabeth Kim
2126,258,78,2023-01-06,1,Daniel Gonzalez
2127,95,100,2024-07-03,10,Kirk Alvarez
2128,165,80,2023-10-06,10,Christine Rios
2129,286,86,2025-02-28,10,Larry Medina
2130,108,80,2024-03-01,8,Debra Ruiz
2131,470,95,2023-01-02,8,Debra Ruiz
2132,126,88,2023-09-27,9,Joseph Miller
2133,436,81,2022-04-18,10,David Foley
2134,368,6,2022-10-08,5,Misty Torres
2135,24,57,2025-05-14,6,George Hamilton MD
2136,97,47,2023-02-14,7,Parker Hayes
2137,435,62,2022-08-05,2,Jill Bonilla
2138,433,75,2022-09-30,3,David Russell
2139,456,40,2025-04-03,8,Nicole Winters
2140,423,76,2021-10-13,2,Thomas Tucker
2141,16,54,2023-01-23,8,Daniel Gonzalez
2142,402,67,2024-11-06,10,Benjamin Figueroa
2143,405,81,2023-12-17,4,George Hamilton MD
2144,376,88,2023-05-13,10,Jill Bonilla
2145,485,25,2023-12-04,4,Daniel Gonzalez
2146,364,66,2024-01-12,2,Ashley Williams
2147,248,39,2025-07-14,3,Brian Smith
2148,344,54,2025-01-08,7,Rodney Johnson
2149,18,54,2022-01-15,7,Tony Diaz
2150,425,66,2025-05-15,4,Tiffany Page
2151,484,26,2022-02-18,4,Christopher Johnson
2152,35,48,2023-11-05,2,Christine Rios
2153,178,90,2022-07-30,3,Christopher Johnson
2154,102,47,2022-08-05,4,Larry Medina
2155,491,57,2025-08-28,3,David Evans
2156,197,97,2023-09-08,4,Larry Medina
2157,200,86,2023-11-08,4,Lisa Gonzalez
2158,213,54,2021-09-19,9,Elizabeth Kim
2159,304,25,2022-12-26,7,George Hamilton MD
2160,188,86,2023-01-19,6,Nicole Winters
2161,204,75,2024-11-08,9,Ashley Williams
2162,368,5,2023-04-11,5,Larry Medina
2163,444,2,2025-03-16,6,Daniel Gonzalez
2164,374,43,2024-12-17,10,Ashley Williams
2165,216,78,2021-11-09,2,Jill Bonilla
2166,141,23,2023-11-11,4,Angela Smith
2167,189,76,2023-11-28,5,Benjamin Figueroa
2168,303,91,2024-12-01,7,Brian Smith
2169,66,73,2022-11-14,6,Larry Medina
2170,164,4,2022-10-08,7,David Evans
2171,296,12,2025-08-02,2,Elizabeth Kim
2172,486,43,2022-07-14,9,Misty Torres
2173,142,21,2022-02-06,2,Joyce Harris
2174,121,41,2023-10-17,7,Elizabeth Kim
2175,360,49,2022-02-14,2,Jerry Lucero
2176,270,54,2023-03-20,6,Nicole Winters
2177,358,56,2024-08-06,2,David Evans
2178,418,30,2021-11-03,5,Brian Smith
2179,377,93,2023-08-06,1,Tiffany Page
2180,395,68,2024-03-27,5,Joseph Miller
2181,104,100,2025-07-27,10,George Hamilton MD
2182,6,10,2025-03-06,3,Jerry Lucero
2183,395,79,2024-07-18,9,Nicole Winters
2184,480,36,2024-06-08,3,Erika Stanley
2185,121,93,2023-12-09,8,Rodney Johnson
2186,144,96,2021-12-23,3,Ashley Williams
2187,259,27,2024-09-01,4,Joseph Miller
2188,355,90,2024-05-21,2,Jerry Lucero
2189,16,11,2024-10-18,2,Kirk Alvarez
2190,484,6,2025-05-04,2,David Evans
2191,158,39,2023-07-04,10,Daniel Gonzalez
2192,475,90,2023-11-22,6,Nicole Winters
2193,332,73,2024-06-08,10,George Hamilton MD
2194,187,83,2025-05-21,3,Jerry Lucero
2195,453,2,2024-02-14,2,David Evans
2196,204,3,2022-09-05,10,Cindy Clark
2197,100,69,2024-12-19,8,Misty Torres
2198,37,81,2023-04-22,9,Joyce Harris
2199,219,16,2022-03-23,4,Misty Torres
2200,457,83,2022-12-06,4,David Evans
2201,422,99,2025-01-30,5,Debra Ruiz
2202,157,21,2022-08-12,5,George Hamilton MD
2203,292,88,2022-01-13,6,Joseph Miller
2204,183,35,2025-07-09,1,Thomas Tucker
2205,497,56,2022-02-16,10,Ashley Williams
2206,248,96,2022-09-14,5,Matthew Howe
2207,222,96,2022-10-12,10,Misty Torres
2208,195,38,2022-07-01,8,Erika Stanley
2209,381,6,2022-08-03,4,Debra Ruiz
2210,160,36,2022-06-01,2,Matthew Howe
2211,450,42,2023-09-05,5,Thomas Tucker
2212,384,76,2025-09-13,9,Nicole Winters
2213,245,14,2024-06-15,7,Brian Smith
2214,353,95,2025-03-07,5,Christine Rios
2215,192,21,2022-04-12,2,Tony Diaz
2216,321,59,2024-06-02,6,Rodney Johnson
2217,183,42,2022-07-01,2,Christine Rios
2218,114,95,2025-02-08,2,Angela Smith
2219,496,68,2025-01-25,10,Tony Diaz
2220,230,79,2021-11-07,8,Daniel Gonzalez
2221,456,85,2023-11-27,4,Misty Torres
2222,429,75,2025-06-22,5,Matthew Howe
2223,113,8,2023-09-08,2,Christopher Johnson
2224,209,3,2023-12-14,5,Christopher Johnson
2225,140,14,2023-06-20,4,Thomas Tucker
2226,460,85,2025-08-03,9,Erika Stanley
2227,344,56,2022-08-31,10,Misty Torres
2228,341,15,2023-07-03,4,Erika Stanley
2229,395,35,2024-08-01,7,Christine Rios
2230,84,40,2025-05-22,6,Tiffany Page
2231,189,98,2025-07-16,10,Cindy Clark
2232,74,63,2024-01-24,1,Thomas Tucker
2233,94,62,2021-11-21,4,David Evans
2234,38,52,2024-06-19,4,Lisa Gonzalez
2235,205,33,2023-12-16,4,Nicole Winters
2236,484,43,2022-11-06,6,Tony Diaz
2237,481,62,2021-10-02,1,Nicole Winters
2238,233,66,2021-11-24,7,Ashley Williams
2239,93,82,2023-08-14,8,Cindy Clark
2240,138,89,2022-02-04,5,George Hamilton MD
2241,121,71,2025-02-11,10,Tony Diaz
2242,287,96,2025-05-21,10,Debra Ruiz
2243,262,66,2024-07-20,9,Daniel Gonzalez
2244,454,15,2023-03-01,5,David Evans
2245,372,12,2022-10-05,4,Benjamin Figueroa
2246,388,62,2022-07-03,3,Cindy Clark
2247,295,65,2025-07-14,7,Kirk Alvarez
2248,276,98,2022-04-27,3,Rodney Johnson
2249,402,21,2025-07-22,2,Erika Stanley
2250,308,31,2024-08-31,3,Christine Rios
2251,37,16,2024-02-14,10,Tony Diaz
2252,60,15,2022-06-05,2,David Evans
2253,228,20,2024-04-27,9,Joyce Harris
2254,384,60,2023-08-19,1,Jerry Lucero
2255,381,89,2023-08-24,4,Rodney Johnson
2256,277,56,2023-07-27,8,Parker Hayes
2257,379,28,2025-01-29,2,Elizabeth Kim
2258,219,34,2024-01-11,6,Matthew Howe
2259,383,3,2023-01-27,1,David Russell
2260,384,61,2023-09-05,2,Benjamin Figueroa
2261,306,99,2025-07-24,1,Joyce Harris
2262,453,80,2023-06-05,5,Rodney Johnson
2263,224,6,2024-02-16,2,Brian Smith
2264,233,91,2022-11-17,5,Lisa Gonzalez
2265,80,89,2025-03-10,9,Elizabeth Kim
2266,386,61,2025-04-18,8,Angela Smith
2267,336,62,2024-08-18,4,Christopher Johnson
2268,89,81,2025-07-23,4,Tiffany Page
2269,394,33,2021-10-15,10,Tony Diaz
2270,290,62,2022-07-07,1,George Hamilton MD
2271,84,34,2021-09-29,7,Joseph Miller
2272,108,24,2022-09-18,8,Misty Torres
2273,214,65,2022-01-11,7,Misty Torres
2274,179,78,2022-11-04,1,Thomas Tucker
2275,222,24,2024-05-15,4,Joseph Miller
2276,238,67,2022-02-08,2,Parker Hayes
2277,63,60,2024-05-25,9,Thomas Tucker
2278,151,64,2024-02-14,7,Tiffany Page
2279,428,93,2021-10-16,8,Thomas Tucker
2280,459,90,2023-06-12,7,Jerry Lucero
2281,368,98,2024-02-11,4,Larry Medina
2282,480,91,2025-05-27,2,Matthew Howe
2283,333,44,2025-02-01,5,Cindy Clark
2284,155,18,2024-01-31,4,Joyce Harris
2285,141,46,2022-01-29,9,Misty Torres
2286,136,73,2024-07-18,5,Thomas Tucker
2287,11,99,2022-06-26,5,Matthew Howe
2288,106,100,2023-04-14,8,Joseph Miller
2289,259,11,2022-03-23,4,Joyce Harris
2290,67,25,2024-01-07,5,Brian Smith
2291,233,40,2024-07-23,9,Brian Smith
2292,262,30,2025-06-13,7,Jill Bonilla
2293,344,2,2022-10-21,2,Lisa Gonzalez
2294,385,72,2023-10-16,1,Angela Smith
2295,283,33,2025-02-23,6,Parker Hayes
2296,345,88,2024-05-17,1,Lisa Gonzalez
2297,48,4,2023-05-05,1,Larry Medina
2298,463,48,2025-05-02,1,Thomas Tucker
2299,62,80,2022-03-14,9,Parker Hayes
2300,377,87,2022-03-22,9,Cindy Clark
2301,315,20,2023-07-28,9,Cindy Clark
2302,454,5,2023-06-22,7,Elizabeth Kim
2303,13,82,2023-03-18,1,Larry Medina
2304,218,3,2024-08-14,2,David Evans
2305,162,5,2022-06-26,5,Daniel Gonzalez
2306,392,14,2024-10-10,2,Matthew Howe
2307,364,81,2025-08-07,5,Joyce Harris
2308,452,37,2022-06-05,2,Tony Diaz
2309,167,52,2025-06-05,5,Brian Smith
2310,218,67,2023-02-05,1,Matthew Howe
2311,180,15,2022-08-06,3,Kirk Alvarez
2312,28,8,2022-08-17,3,Nicole Winters
2313,95,44,2024-06-20,5,David Evans
2314,125,17,2025-07-20,1,David Foley
2315,12,93,2022-04-21,6,David Foley
2316,89,50,2022-12-17,10,Daniel Gonzalez
2317,337,83,2022-09-07,8,Angela Smith
2318,28,17,2025-02-08,8,Ashley Williams
2319,451,45,2021-12-24,6,Parker Hayes
2320,405,43,2025-05-29,10,Joyce Harris
2321,10,57,2024-11-05,2,Ashley Williams
2322,15,8,2024-02-26,9,Larry Medina
2323,314,8,2023-05-28,7,Thomas Tucker
2324,89,89,2025-06-05,10,Kirk Alvarez
2325,60,70,2024-02-13,6,Jerry Lucero
2326,426,26,2022-09-13,6,Rodney Johnson
2327,358,67,2022-12-03,7,Joseph Miller
2328,301,1,2024-01-06,1,Jerry Lucero
2329,496,78,2023-02-26,6,Parker Hayes
2330,108,3,2024-08-07,3,Elizabeth Kim
2331,450,46,2024-10-18,8,Parker Hayes
2332,56,57,2025-05-12,5,Christopher Johnson
2333,176,4,2024-11-14,5,Christine Rios
2334,163,2,2023-03-16,10,Lisa Gonzalez
2335,334,33,2022-09-02,10,Benjamin Figueroa
2336,406,5,2025-07-04,8,Jill Bonilla
2337,277,58,2022-11-20,4,Lisa Gonzalez
2338,15,13,2025-02-16,2,David Russell
2339,10,10,2022-06-02,9,Christopher Johnson
2340,463,53,2024-03-01,9,Tony Diaz
2341,379,19,2025-04-16,3,Joseph Miller
2342,371,93,2022-05-13,5,Angela Smith
2343,163,41,2025-03-03,4,Thomas Tucker
2344,63,44,2024-09-09,7,Joyce Harris
2345,23,18,2023-02-09,1,Jerry Lucero
2346,374,91,2022-02-09,8,Debra Ruiz
2347,71,61,2024-11-14,9,Benjamin Figueroa
2348,381,87,2021-12-19,4,Cindy Clark
2349,55,78,2022-02-08,7,Debra Ruiz
2350,208,79,2023-01-02,5,Joseph Miller
2351,182,60,2023-10-15,10,Christopher Johnson
2352,393,40,2025-07-07,1,David Evans
2353,362,53,2023-08-17,1,David Evans
2354,137,100,2022-02-14,8,David Evans
2355,288,31,2023-08-14,2,Brian Smith
2356,85,85,2022-01-25,6,David Russell
2357,356,85,2023-08-10,8,Brian Smith
2358,290,43,2023-12-15,8,David Russell
2359,232,77,2023-10-02,8,Kirk Alvarez
2360,43,28,2025-06-16,2,Elizabeth Kim
2361,459,96,2022-12-30,4,Christopher Johnson
2362,237,34,2023-07-25,8,Debra Ruiz
2363,206,74,2025-05-30,2,David Foley
2364,279,33,2022-05-29,10,Nicole Winters
2365,231,85,2023-12-08,9,Christine Rios
2366,244,19,2025-03-24,9,Rodney Johnson
2367,416,41,2022-12-20,1,Daniel Gonzalez
2368,231,23,2022-09-12,5,David Evans
2369,49,59,2022-08-25,9,Angela Smith
2370,202,16,2022-10-31,8,David Evans
2371,9,82,2023-10-21,1,Jerry Lucero
2372,31,97,2025-08-19,1,Jill Bonilla
2373,81,9,2021-12-01,2,Matthew Howe
2374,394,61,2021-12-30,5,Matthew Howe
2375,53,79,2025-03-27,5,Parker Hayes
2376,45,38,2023-11-21,9,George Hamilton MD
2377,136,74,2023-12-04,9,Parker Hayes
2378,481,83,2023-11-07,1,Christine Rios
2379,460,89,2022-09-17,3,Daniel Gonzalez
2380,1,86,2024-08-09,2,Nicole Winters
2381,476,36,2022-09-21,6,Christopher Johnson
2382,267,61,2023-09-13,1,Joyce Harris
2383,428,26,2022-05-26,10,Cindy Clark
2384,444,33,2025-03-27,10,Lisa Gonzalez
2385,230,83,2025-03-29,9,Benjamin Figueroa
2386,410,89,2021-09-25,1,Christopher Johnson
2387,186,15,2024-06-30,2,Erika Stanley
2388,401,86,2023-04-22,4,Elizabeth Kim
2389,305,14,2023-05-30,9,Parker Hayes
2390,448,45,2023-12-13,5,Cindy Clark
2391,346,88,2025-07-11,9,David Russell
2392,439,20,2022-07-26,8,Joyce Harris
2393,146,56,2022-07-18,3,Lisa Gonzalez
2394,81,37,2023-08-28,2,David Russell
2395,327,87,2022-05-11,8,Lisa Gonzalez
2396,467,42,2022-07-13,8,David Foley
2397,213,8,2025-04-09,9,David Russell
2398,299,20,2022-10-22,8,Kirk Alvarez
2399,34,78,2025-07-21,7,Elizabeth Kim
2400,404,63,2022-10-29,3,Debra Ruiz
2401,447,52,2022-08-17,5,Kirk Alvarez
2402,406,51,2022-04-06,7,Elizabeth Kim
2403,53,24,2025-03-31,5,Misty Torres
2404,414,43,2022-01-26,7,Tiffany Page
2405,313,16,2023-11-11,9,Elizabeth Kim
2406,327,40,2023-06-05,7,Jerry Lucero
2407,336,30,2025-06-11,9,David Foley
2408,200,5,2022-04-11,1,Kirk Alvarez
2409,164,23,2024-09-22,9,Elizabeth Kim
2410,54,10,2023-09-04,6,Joyce Harris
2411,36,30,2023-10-24,10,Jerry Lucero
2412,363,4,2025-07-08,3,Brian Smith
2413,346,94,2024-07-03,8,Christopher Johnson
2414,294,21,2023-07-01,7,Parker Hayes
2415,361,24,2021-09-28,1,Joseph Miller
2416,55,49,2024-09-17,4,Thomas Tucker
2417,57,55,2022-06-17,2,Brian Smith
2418,402,5,2023-11-10,7,Jerry Lucero
2419,10,96,2025-03-17,2,Cindy Clark
2420,316,28,2021-10-22,6,Matthew Howe
2421,219,55,2024-03-01,7,Joseph Miller
2422,44,33,2023-08-20,7,Angela Smith
2423,304,43,2022-04-19,10,Erika Stanley
2424,435,23,2024-05-25,3,Brian Smith
2425,359,45,2023-07-21,10,Joyce Harris
2426,177,44,2023-09-25,3,Matthew Howe
2427,53,54,2025-01-05,3,Misty Torres
2428,22,35,2022-07-20,2,Christine Rios
2429,205,36,2023-11-10,3,Tony Diaz
2430,394,53,2022-08-21,7,Angela Smith
2431,269,42,2024-09-11,3,Debra Ruiz
2432,447,60,2024-08-26,7,Erika Stanley
2433,39,55,2023-10-27,3,Jerry Lucero
2434,391,1,2025-04-26,10,Christopher Johnson
2435,26,38,2022-10-01,10,Debra Ruiz
2436,493,48,2024-04-09,8,Joseph Miller
2437,479,96,2023-06-01,6,Erika Stanley
2438,387,58,2021-11-08,9,David Evans
2439,291,19,2022-09-10,4,Jill Bonilla
2440,298,14,2025-06-10,10,Elizabeth Kim
2441,69,78,2025-08-16,9,Thomas Tucker
2442,82,55,2024-09-27,10,Kirk Alvarez
2443,473,52,2025-07-26,4,Larry Medina
2444,423,92,2022-07-21,5,Joyce Harris
2445,316,60,2025-01-23,6,Christine Rios
2446,398,26,2023-10-07,10,Nicole Winters
2447,423,74,2022-02-23,1,Tony Diaz
2448,15,90,2022-05-12,8,Nicole Winters
2449,27,17,2022-01-22,8,Brian Smith
2450,201,67,2024-10-06,2,Joyce Harris
2451,94,98,2025-04-20,9,Erika Stanley
2452,235,61,2025-04-07,3,Angela Smith
2453,80,95,2024-01-25,8,Angela Smith
2454,126,79,2025-07-26,1,Joyce Harris
2455,389,7,2023-02-23,1,Cindy Clark
2456,241,78,2024-03-22,10,Christine Rios
2457,94,10,2024-04-02,10,Cindy Clark
2458,179,46,2024-07-30,1,Debra Ruiz
2459,3,77,2023-01-18,3,Brian Smith
2460,52,7,2023-04-19,4,Angela Smith
2461,344,25,2025-05-12,10,Tiffany Page
2462,332,2,2025-06-15,10,Angela Smith
2463,193,54,2024-06-27,8,Ashley Williams
2464,325,45,2025-01-08,4,David Foley
2465,495,91,2025-06-23,6,Joyce Harris
2466,345,58,2023-09-03,1,Brian Smith
2467,355,38,2024-07-12,3,Erika Stanley
2468,468,54,2024-04-22,9,Elizabeth Kim
2469,294,5,2024-12-20,5,Christopher Johnson
2470,382,86,2025-06-01,1,Debra Ruiz
2471,303,97,2024-01-25,8,Joseph Miller
2472,495,10,2023-11-16,4,Debra Ruiz
2473,299,92,2023-01-19,9,Jerry Lucero
2474,487,62,2024-12-01,9,Christine Rios
2475,385,26,2023-06-17,5,Daniel Gonzalez
2476,263,61,2022-08-06,2,Misty Torres
2477,108,1,2022-08-03,6,Christine Rios
2478,15,37,2025-06-10,5,Larry Medina
2479,177,24,2021-11-12,2,Christopher Johnson
2480,421,73,2024-03-06,10,Matthew Howe
2481,7,59,2022-07-22,7,Rodney Johnson
2482,19,97,2023-10-11,2,Nicole Winters
2483,402,17,2024-01-01,7,David Russell
2484,65,14,2023-01-01,9,Nicole Winters
2485,257,20,2024-09-16,9,Nicole Winters
2486,57,19,2025-09-10,5,Jerry Lucero
2487,52,58,2024-11-23,3,David Foley
2488,432,87,2024-12-11,2,David Russell
2489,354,12,2023-01-04,1,Angela Smith
2490,226,62,2024-11-02,2,Benjamin Figueroa
2491,367,41,2024-01-27,5,Parker Hayes
2492,304,90,2022-02-17,4,Debra Ruiz
2493,241,84,2024-03-19,6,Kirk Alvarez
2494,122,15,2024-05-17,2,Jerry Lucero
2495,357,68,2024-10-24,1,Rodney Johnson
2496,389,35,2022-11-02,2,Lisa Gonzalez
2497,113,21,2024-09-12,7,Joyce Harris
2498,265,74,2021-11-26,7,Benjamin Figueroa
2499,341,47,2023-03-23,4,Jerry Lucero
2500,420,32,2024-03-08,6,Joseph Miller
2501,333,89,2023-01-25,2,Debra Ruiz
2502,207,77,2024-01-12,6,Kirk Alvarez
2503,114,67,2022-10-08,1,Daniel Gonzalez
2504,8,48,2025-05-09,3,Tiffany Page
2505,276,44,2025-06-01,8,Christopher Johnson
2506,271,62,2025-03-27,9,Matthew Howe
2507,283,6,2024-04-03,9,Debra Ruiz
2508,405,33,2022-10-07,8,Matthew Howe
2509,436,5,2024-05-31,3,Brian Smith
2510,342,57,2024-04-28,8,Erika Stanley
2511,4,77,2023-01-19,9,Daniel Gonzalez
2512,334,69,2023-09-14,8,Erika Stanley
2513,372,55,2021-12-28,8,Erika Stanley
2514,485,92,2024-03-10,10,Daniel Gonzalez
2515,434,80,2024-12-27,3,Tony Diaz
2516,339,90,2023-02-07,7,Christine Rios
2517,469,60,2024-03-01,1,Larry Medina
2518,118,41,2021-12-14,6,Debra Ruiz
2519,190,74,2023-05-26,8,Angela Smith
2520,327,40,2025-07-21,6,Joseph Miller
2521,341,38,2022-01-11,10,Joseph Miller
2522,300,57,2022-05-27,4,Thomas Tucker
2523,20,18,2025-08-24,8,Matthew Howe
2524,332,49,2024-10-28,3,Joyce Harris
2525,272,92,2023-07-03,5,Ashley Williams
2526,311,89,2023-03-11,10,Joyce Harris
2527,469,58,2024-11-22,6,Cindy Clark
2528,491,96,2024-03-09,2,Erika Stanley
2529,483,78,2023-07-03,2,Kirk Alvarez
2530,119,95,2023-05-14,3,Nicole Winters
2531,88,38,2023-08-31,2,Joyce Harris
2532,301,82,2022-02-08,3,Joyce Harris
2533,263,43,2023-11-28,8,Ashley Williams
2534,143,87,2023-03-03,2,Cindy Clark
2535,45,1,2021-10-29,1,David Foley
2536,460,80,2021-12-29,6,David Foley
2537,35,4,2025-04-11,5,Elizabeth Kim
2538,280,95,2024-11-18,1,Tiffany Page
2539,84,46,2025-08-19,1,Benjamin Figueroa
2540,446,39,2023-05-14,1,Elizabeth Kim
2541,434,96,2024-02-21,6,David Evans
2542,78,3,2022-08-19,4,Christine Rios
2543,254,47,2023-03-19,8,Ashley Williams
2544,312,37,2024-06-13,5,Joyce Harris
2545,31,2,2022-07-28,6,Misty Torres
2546,441,91,2024-05-17,10,Joseph Miller
2547,272,68,2024-01-24,1,Rodney Johnson
2548,357,83,2024-04-05,10,Ashley Williams
2549,233,16,2022-09-21,2,Debra Ruiz
2550,252,22,2024-03-19,1,David Foley
2551,319,64,2024-09-10,8,David Russell
2552,215,94,2022-05-15,4,George Hamilton MD
2553,254,96,2024-10-18,7,David Foley
2554,256,23,2025-09-06,4,Larry Medina
2555,140,87,2023-12-01,10,Debra Ruiz
2556,325,88,2022-10-18,5,Parker Hayes
2557,206,96,2024-05-28,8,Matthew Howe
2558,225,63,2024-01-31,7,Parker Hayes
2559,119,39,2024-07-15,5,Thomas Tucker
2560,466,58,2024-06-27,9,Brian Smith
2561,415,75,2023-06-12,4,David Foley
2562,264,92,2025-05-03,5,Matthew Howe
2563,57,96,2022-03-31,1,Kirk Alvarez
2564,6,40,2023-05-01,4,Elizabeth Kim
2565,342,87,2025-01-02,2,Ashley Williams
2566,196,94,2022-04-06,8,Ashley Williams
2567,14,84,2024-12-18,1,Rodney Johnson
2568,336,63,2023-12-20,4,Angela Smith
2569,360,37,2025-08-27,10,Matthew Howe
2570,397,100,2025-06-05,2,Erika Stanley
2571,432,93,2025-07-02,6,Joyce Harris
2572,270,21,2024-08-06,1,Elizabeth Kim
2573,274,80,2025-01-07,10,Elizabeth Kim
2574,209,3,2025-02-11,7,Larry Medina
2575,186,45,2023-04-12,10,Parker Hayes
